Trading Code,Month,Sponsor,Govt,Institute,Foreign,Public
LANKABAFIN,"Share Holding Percentage
                    [as on May 31, 2023]","
                          33.55","
                          0.00","
                          22.55","
                          0.65","
                          43.25"
LEGACYFOOT,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          30.00","
                          0.00","
                          10.99","
                          0.00","
                          59.01"
LEGACYFOOT,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.00","
                          0.00","
                          16.17","
                          0.00","
                          53.83"
LEGACYFOOT,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.00","
                          0.00","
                          22.78","
                          0.00","
                          47.22"
LHBL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          64.15","
                          0.00","
                          17.32","
                          0.78","
                          17.75"
LHBL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          64.15","
                          0.00","
                          17.83","
                          0.77","
                          17.25"
LIBRAINFU,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          34.43","
                          0.00","
                          11.74","
                          0.00","
                          53.83"
LIBRAINFU,"Share Holding Percentage
                    [as on May 31, 2023]","
                          34.43","
                          0.00","
                          8.21","
                          0.00","
                          57.36"
LINDEBD,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          60.00","
                          0.00","
                          28.80","
                          0.00","
                          11.20"
LINDEBD,"Share Holding Percentage
                    [as on May 31, 2023]","
                          60.00","
                          0.00","
                          28.80","
                          0.00","
                          11.20"
LOVELLO,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          44.65","
                          0.00","
                          20.00","
                          0.00","
                          35.35"
LOVELLO,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          44.65","
                          0.00","
                          20.20","
                          0.00","
                          35.15"
LOVELLO,"Share Holding Percentage
                    [as on May 31, 2023]","
                          44.65","
                          0.00","
                          20.23","
                          0.00","
                          35.12"
LRBDL,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          35.70","
                          0.00","
                          23.75","
                          0.06","
                          40.50"
LRBDL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          35.70","
                          0.00","
                          23.18","
                          0.06","
                          41.06"
LRBDL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          35.70","
                          0.00","
                          24.84","
                          0.06","
                          39.40"
MAKSONSPIN,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          30.00","
                          0.00","
                          13.31","
                          0.00","
                          56.69"
MAKSONSPIN,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.00","
                          0.00","
                          6.58","
                          0.00","
                          63.42"
MAKSONSPIN,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.00","
                          0.00","
                          6.55","
                          0.00","
                          63.45"
MALEKSPIN,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          47.34","
                          0.00","
                          11.96","
                          0.00","
                          40.70"
MALEKSPIN,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          47.34","
                          0.00","
                          13.90","
                          0.00","
                          38.76"
MALEKSPIN,"Share Holding Percentage
                    [as on May 31, 2023]","
                          47.34","
                          0.00","
                          14.43","
                          0.00","
                          38.23"
MARICO,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          90.00","
                          0.00","
                          6.66","
                          1.90","
                          1.44"
MARICO,"Share Holding Percentage
                    [as on May 31, 2023]","
                          90.00","
                          0.00","
                          6.62","
                          1.90","
                          1.48"
MBL1STMF,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          10.00","
                          0.00","
                          49.11","
                          0.00","
                          40.89"
MBL1STMF,"Share Holding Percentage
                    [as on May 31, 2023]","
                          10.00","
                          0.00","
                          50.79","
                          0.00","
                          39.21"
MEGCONMILK,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          50.00","
                          0.00","
                          0.00","
                          0.00","
                          50.00"
MEGCONMILK,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          50.00","
                          0.00","
                          0.00","
                          0.00","
                          50.00"
MEGCONMILK,"Share Holding Percentage
                    [as on May 31, 2023]","
                          50.00","
                          0.00","
                          0.00","
                          0.00","
                          50.00"
MEGHNACEM,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          49.76","
                          0.00","
                          33.46","
                          0.00","
                          16.78"
MEGHNACEM,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          49.76","
                          0.00","
                          33.82","
                          0.00","
                          16.42"
MEGHNACEM,"Share Holding Percentage
                    [as on May 31, 2023]","
                          49.76","
                          0.00","
                          34.36","
                          0.00","
                          15.88"
MEGHNAINS,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.28","
                          0.00","
                          19.32","
                          0.00","
                          50.40"
MEGHNAINS,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.41","
                          0.00","
                          30.29","
                          0.00","
                          39.30"
MEGHNALIFE,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.54","
                          0.00","
                          26.30","
                          0.00","
                          43.16"
MEGHNALIFE,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.54","
                          0.00","
                          31.86","
                          0.00","
                          37.60"
MEGHNAPET,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          50.00","
                          0.00","
                          0.00","
                          0.00","
                          50.00"
MEGHNAPET,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          50.00","
                          0.00","
                          0.00","
                          0.00","
                          50.00"
MEGHNAPET,"Share Holding Percentage
                    [as on May 31, 2023]","
                          50.00","
                          0.00","
                          0.00","
                          0.00","
                          50.00"
MERCANBANK,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          34.36","
                          0.00","
                          24.56","
                          4.02","
                          37.06"
MERCANBANK,"Share Holding Percentage
                    [as on May 31, 2023]","
                          34.36","
                          0.00","
                          24.67","
                          4.02","
                          36.95"
MERCINS,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          34.56","
                          0.00","
                          30.83","
                          0.00","
                          34.61"
MERCINS,"Share Holding Percentage
                    [as on May 31, 2023]","
                          34.56","
                          0.00","
                          31.37","
                          0.00","
                          34.07"
METROSPIN,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          30.09","
                          0.00","
                          20.08","
                          0.00","
                          49.83"
METROSPIN,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.09","
                          0.00","
                          14.58","
                          0.00","
                          55.33"
METROSPIN,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.09","
                          0.00","
                          18.19","
                          0.00","
                          51.72"
MIDASFIN,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          41.35","
                          0.00","
                          26.55","
                          0.42","
                          31.68"
MIDASFIN,"Share Holding Percentage
                    [as on May 31, 2023]","
                          41.34","
                          0.00","
                          26.60","
                          0.42","
                          31.64"
MIDLANDBNK,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          78.63","
                          0.00","
                          6.88","
                          0.00","
                          14.49"
MIDLANDBNK,"Share Holding Percentage
                    [as on May 31, 2023]","
                          78.63","
                          0.00","
                          6.04","
                          0.00","
                          15.33"
MIRACLEIND,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.00","
                          0.00","
                          0.00","
                          0.00","
                          70.00"
MIRACLEIND,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.00","
                          0.00","
                          0.00","
                          0.00","
                          70.00"
MIRAKHTER,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          48.58","
                          0.00","
                          4.34","
                          0.00","
                          47.08"
MIRAKHTER,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          48.58","
                          0.00","
                          3.17","
                          0.00","
                          48.25"
MIRAKHTER,"Share Holding Percentage
                    [as on May 31, 2023]","
                          48.58","
                          0.00","
                          3.14","
                          0.00","
                          48.28"
MJLBD,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          71.52","
                          0.00","
                          21.23","
                          0.15","
                          7.10"
MJLBD,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          71.52","
                          0.00","
                          21.72","
                          0.12","
                          6.64"
MJLBD,"Share Holding Percentage
                    [as on May 31, 2023]","
                          71.52","
                          0.00","
                          21.76","
                          0.12","
                          6.60"
MLDYEING,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          30.57","
                          0.00","
                          17.24","
                          0.00","
                          52.19"
MLDYEING,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.57","
                          0.00","
                          17.27","
                          0.00","
                          52.16"
MLDYEING,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.57","
                          0.00","
                          17.26","
                          0.00","
                          52.17"
MONNOAGML,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          35.66","
                          0.00","
                          4.16","
                          0.09","
                          60.09"
MONNOAGML,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          35.66","
                          0.00","
                          6.87","
                          0.04","
                          57.43"
MONNOAGML,"Share Holding Percentage
                    [as on May 31, 2023]","
                          35.66","
                          0.00","
                          5.95","
                          0.04","
                          58.35"
MONNOCERA,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          48.30","
                          0.00","
                          12.24","
                          0.06","
                          39.40"
MONNOCERA,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          42.47","
                          0.00","
                          12.29","
                          0.16","
                          45.08"
MONNOCERA,"Share Holding Percentage
                    [as on May 31, 2023]","
                          42.47","
                          0.00","
                          12.03","
                          0.17","
                          45.33"
MONNOFABR,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          40.68","
                          0.00","
                          13.30","
                          1.40","
                          44.62"
MONNOFABR,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          40.68","
                          0.00","
                          7.96","
                          1.53","
                          49.83"
MONNOFABR,"Share Holding Percentage
                    [as on May 31, 2023]","
                          40.68","
                          0.00","
                          7.95","
                          1.53","
                          49.84"
MONOSPOOL,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          51.96","
                          0.00","
                          0.35","
                          0.00","
                          47.69"
MONOSPOOL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          45.00","
                          0.00","
                          14.97","
                          0.00","
                          40.03"
MONOSPOOL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          45.00","
                          0.00","
                          10.35","
                          0.00","
                          44.65"
MPETROLEUM,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          0.00","
                          58.67","
                          33.59","
                          0.08","
                          7.66"
MPETROLEUM,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          0.00","
                          58.67","
                          33.59","
                          0.06","
                          7.68"
MPETROLEUM,"Share Holding Percentage
                    [as on May 31, 2023]","
                          0.00","
                          58.67","
                          33.64","
                          0.06","
                          7.63"
MTB,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          36.77","
                          0.00","
                          29.64","
                          0.16","
                          33.43"
MTB,"Share Holding Percentage
                    [as on May 31, 2023]","
                          43.15","
                          0.00","
                          23.37","
                          0.16","
                          33.32"
NAHEEACP,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          39.58","
                          0.00","
                          13.25","
                          0.00","
                          47.17"
NAHEEACP,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          39.58","
                          0.00","
                          7.92","
                          0.00","
                          52.50"
NAHEEACP,"Share Holding Percentage
                    [as on May 31, 2023]","
                          39.58","
                          0.00","
                          7.98","
                          0.00","
                          52.44"
NATLIFEINS,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          55.87","
                          0.00","
                          17.70","
                          0.18","
                          26.25"
NATLIFEINS,"Share Holding Percentage
                    [as on May 31, 2023]","
                          55.87","
                          0.00","
                          17.70","
                          0.18","
                          26.25"
NAVANACNG,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          42.49","
                          0.00","
                          27.22","
                          0.00","
                          30.29"
NAVANACNG,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          42.49","
                          0.00","
                          26.82","
                          0.00","
                          30.69"
NAVANACNG,"Share Holding Percentage
                    [as on May 31, 2023]","
                          42.49","
                          0.00","
                          27.56","
                          0.00","
                          29.95"
NAVANAPHAR,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          35.49","
                          0.00","
                          11.40","
                          27.73","
                          25.38"
NAVANAPHAR,"Share Holding Percentage
                    [as on May 31, 2023]","
                          35.49","
                          0.00","
                          13.38","
                          27.74","
                          23.39"
NBL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          28.47","
                          0.00","
                          28.40","
                          0.95","
                          42.18"
NBL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          28.47","
                          0.00","
                          28.54","
                          0.95","
                          42.04"
NCCBANK,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          37.54","
                          0.00","
                          23.30","
                          0.54","
                          38.62"
NCCBANK,"Share Holding Percentage
                    [as on May 31, 2023]","
                          37.54","
                          0.00","
                          23.21","
                          0.53","
                          38.72"
NCCBLMF1,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          15.00","
                          0.00","
                          67.40","
                          0.00","
                          17.60"
NCCBLMF1,"Share Holding Percentage
                    [as on May 31, 2023]","
                          15.00","
                          0.00","
                          67.53","
                          0.00","
                          17.47"
NEWLINE,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.61","
                          0.00","
                          18.30","
                          0.00","
                          51.09"
NEWLINE,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.61","
                          0.00","
                          18.30","
                          0.00","
                          51.09"
NFML,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          30.40","
                          0.00","
                          7.31","
                          0.01","
                          62.28"
NFML,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.40","
                          0.00","
                          12.59","
                          0.01","
                          57.00"
NFML,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.40","
                          0.00","
                          8.30","
                          0.01","
                          61.29"
NHFIL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          50.57","
                          9.34","
                          10.58","
                          0.00","
                          29.51"
NHFIL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          50.57","
                          9.34","
                          11.35","
                          0.00","
                          28.74"
NITOLINS,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          35.00","
                          0.00","
                          23.98","
                          0.00","
                          41.02"
NITOLINS,"Share Holding Percentage
                    [as on May 31, 2023]","
                          35.00","
                          0.00","
                          23.86","
                          0.00","
                          41.14"
NORTHRNINS,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          33.56","
                          0.00","
                          22.38","
                          0.00","
                          44.06"
NORTHRNINS,"Share Holding Percentage
                    [as on May 31, 2023]","
                          33.56","
                          0.00","
                          28.56","
                          0.00","
                          37.88"
NPOLYMER,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          34.66","
                          0.00","
                          13.98","
                          0.00","
                          51.36"
NPOLYMER,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          34.66","
                          0.00","
                          11.73","
                          0.00","
                          53.61"
NPOLYMER,"Share Holding Percentage
                    [as on May 31, 2023]","
                          34.66","
                          0.00","
                          11.75","
                          0.00","
                          53.59"
NTC,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          48.60","
                          4.33","
                          8.55","
                          0.00","
                          38.52"
NTC,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          44.90","
                          4.33","
                          14.75","
                          0.00","
                          36.02"
NTC,"Share Holding Percentage
                    [as on May 31, 2023]","
                          44.90","
                          4.33","
                          14.75","
                          0.00","
                          36.02"
NTLTUBES,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          0.05","
                          51.00","
                          6.54","
                          0.00","
                          42.41"
NTLTUBES,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          0.05","
                          51.00","
                          16.08","
                          0.00","
                          32.87"
NTLTUBES,"Share Holding Percentage
                    [as on May 31, 2023]","
                          0.05","
                          51.00","
                          16.18","
                          0.00","
                          32.77"
OAL,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          44.43","
                          0.00","
                          5.02","
                          0.00","
                          50.55"
OAL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          25.81","
                          0.00","
                          18.48","
                          0.00","
                          55.71"
OAL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          25.81","
                          0.00","
                          18.62","
                          0.00","
                          55.57"
OIMEX,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          30.01","
                          0.00","
                          28.62","
                          0.00","
                          41.37"
OIMEX,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.01","
                          0.00","
                          31.15","
                          0.00","
                          38.84"
OIMEX,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.01","
                          0.00","
                          31.27","
                          0.00","
                          38.72"
OLYMPIC,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          37.34","
                          0.00","
                          20.09","
                          25.66","
                          16.91"
OLYMPIC,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          40.66","
                          0.00","
                          22.36","
                          23.25","
                          13.73"
OLYMPIC,"Share Holding Percentage
                    [as on May 31, 2023]","
                          40.66","
                          0.00","
                          22.08","
                          23.54","
                          13.72"
ONEBANKLTD,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          32.04","
                          0.00","
                          31.72","
                          0.22","
                          36.02"
ONEBANKLTD,"Share Holding Percentage
                    [as on May 31, 2023]","
                          32.04","
                          0.00","
                          31.68","
                          0.22","
                          36.06"
ORIONINFU,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          40.61","
                          0.00","
                          16.76","
                          0.19","
                          42.44"
ORIONINFU,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          40.61","
                          0.00","
                          8.24","
                          0.13","
                          51.02"
ORIONINFU,"Share Holding Percentage
                    [as on May 31, 2023]","
                          40.61","
                          0.00","
                          7.51","
                          0.10","
                          51.78"
ORIONPHARM,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          31.98","
                          0.00","
                          28.65","
                          1.16","
                          38.21"
ORIONPHARM,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          31.98","
                          0.00","
                          20.39","
                          1.18","
                          46.45"
ORIONPHARM,"Share Holding Percentage
                    [as on May 31, 2023]","
                          31.98","
                          0.00","
                          20.49","
                          1.18","
                          46.35"
PADMALIFE,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          31.56","
                          0.00","
                          17.12","
                          0.00","
                          51.32"
PADMALIFE,"Share Holding Percentage
                    [as on May 31, 2023]","
                          31.56","
                          0.00","
                          20.81","
                          0.00","
                          47.63"
PADMAOIL,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          2.06","
                          50.35","
                          32.82","
                          0.86","
                          13.91"
PADMAOIL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          2.06","
                          50.35","
                          32.00","
                          0.83","
                          14.76"
PADMAOIL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          2.06","
                          50.35","
                          31.97","
                          0.83","
                          14.79"
PAPERPROC,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          42.03","
                          0.00","
                          0.54","
                          0.00","
                          57.43"
PAPERPROC,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          35.00","
                          0.00","
                          11.59","
                          0.00","
                          53.41"
PAPERPROC,"Share Holding Percentage
                    [as on May 31, 2023]","
                          35.00","
                          0.00","
                          10.44","
                          0.00","
                          54.56"
PARAMOUNT,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          48.49","
                          0.00","
                          14.17","
                          0.02","
                          37.32"
PARAMOUNT,"Share Holding Percentage
                    [as on May 31, 2023]","
                          48.49","
                          0.00","
                          12.75","
                          0.02","
                          38.74"
PDL,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          30.12","
                          0.00","
                          12.64","
                          0.00","
                          57.24"
PDL,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.12","
                          0.00","
                          12.78","
                          0.00","
                          57.10"
PDL,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.12","
                          0.00","
                          12.79","
                          0.00","
                          57.09"
PENINSULA,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          49.83","
                          0.00","
                          14.66","
                          0.16","
                          35.35"
PENINSULA,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          49.92","
                          0.00","
                          12.08","
                          0.15","
                          37.85"
PENINSULA,"Share Holding Percentage
                    [as on May 31, 2023]","
                          49.92","
                          0.00","
                          12.02","
                          0.14","
                          37.92"
PEOPLESINS,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          30.42","
                          0.00","
                          11.86","
                          0.00","
                          57.72"
PEOPLESINS,"Share Holding Percentage
                    [as on May 31, 2023]","
                          30.42","
                          0.00","
                          15.16","
                          0.00","
                          54.42"
PF1STMF,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          33.33","
                          0.00","
                          13.35","
                          0.01","
                          53.31"
PF1STMF,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          33.33","
                          0.00","
                          18.54","
                          0.01","
                          48.12"
PF1STMF,"Share Holding Percentage
                    [as on May 31, 2023]","
                          33.33","
                          0.00","
                          26.25","
                          0.01","
                          40.41"
PHENIXINS,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          36.02","
                          0.00","
                          9.04","
                          0.00","
                          54.94"
PHENIXINS,"Share Holding Percentage
                    [as on May 31, 2023]","
                          36.02","
                          0.00","
                          9.67","
                          0.00","
                          54.31"
PHPMF1,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          10.26","
                          0.00","
                          42.40","
                          0.00","
                          47.34"
PHPMF1,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          0.00","
                          0.00","
                          52.96","
                          0.00","
                          47.04"
PHPMF1,"Share Holding Percentage
                    [as on May 31, 2023]","
                          0.00","
                          0.00","
                          52.97","
                          0.00","
                          47.03"
PIONEERINS,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          45.62","
                          0.00","
                          25.17","
                          0.00","
                          29.21"
PIONEERINS,"Share Holding Percentage
                    [as on May 31, 2023]","
                          45.62","
                          0.00","
                          26.32","
                          0.00","
                          28.06"
POPULAR1MF,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          10.00","
                          0.00","
                          27.30","
                          0.00","
                          62.70"
POPULAR1MF,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          10.00","
                          0.00","
                          20.09","
                          0.00","
                          69.91"
POPULAR1MF,"Share Holding Percentage
                    [as on May 31, 2023]","
                          10.00","
                          0.00","
                          19.97","
                          0.00","
                          70.03"
POPULARLIF,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          23.70","
                          0.00","
                          12.99","
                          0.00","
                          63.31"
POPULARLIF,"Share Holding Percentage
                    [as on May 31, 2023]","
                          23.70","
                          0.00","
                          16.63","
                          0.00","
                          59.67"
POWERGRID,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          75.00","
                          0.00","
                          15.77","
                          0.19","
                          9.04"
POWERGRID,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          75.00","
                          0.00","
                          15.84","
                          0.06","
                          9.10"
POWERGRID,"Share Holding Percentage
                    [as on May 31, 2023]","
                          75.00","
                          0.00","
                          15.89","
                          0.06","
                          9.05"
PRAGATIINS,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          41.94","
                          0.00","
                          19.04","
                          0.00","
                          39.02"
PRAGATIINS,"Share Holding Percentage
                    [as on May 31, 2023]","
                          41.94","
                          0.00","
                          19.41","
                          0.00","
                          38.65"
PRAGATILIF,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          38.37","
                          0.00","
                          29.33","
                          0.00","
                          32.30"
PRAGATILIF,"Share Holding Percentage
                    [as on May 31, 2023]","
                          38.37","
                          0.00","
                          34.34","
                          0.00","
                          27.29"
PREMIERBAN,"Share Holding Percentage
                    [as on Apr 30, 2023]","
                          34.97","
                          0.00","
                          23.82","
                          0.82","
                          40.39"
PREMIERBAN,"Share Holding Percentage
                    [as on May 31, 2023]","
                          34.97","
                          0.00","
                          23.63","
                          0.82","
                          40.58"
PREMIERCEM,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]","
                          47.15","
                          0.00","
                          20.84","
                          0.03","
                          31.98"
